CLIENTNUM,Attrition_Numeric,Customer_Age,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Avg_Utilization_Ratio,Gender_Encoded,Dependent_count,Education_Level_sorted,Marital_Status_sorted,Income_Category_sorted,Card_Category_sorted,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,naive_cls1,naive_cls2
715725858,0,43,2256.0,1346,4893,0.597,1,3,Post-Graduate,Single,0K - 40K,Blue,26,6,2,2,0.00013897,0.99986
773389908,0,37,1438.3,0,2075,0.0,1,3,High School,Single,0K - 40K,Blue,31,5,1,3,9.3448e-05,0.99991
713213133,0,36,6763.0,1660,4972,0.245,0,2,Graduate,Single,40k − 60K,Blue,36,2,2,1,6.864e-05,0.99993
799224108,0,46,6265.0,1942,1715,0.31,1,4,Graduate,Single,0K - 40K,Blue,40,5,1,2,5.7762e-05,0.99994
711796683,0,50,7398.0,1581,4311,0.214,1,2,Graduate,Single,0K - 40K,Blue,38,5,4,2,0.00021738,0.99978
806250783,0,57,1441.0,0,2742,0.0,1,2,High School,Married,0K - 40K,Blue,52,6,3,2,0.00017486,0.99983
717179508,0,33,2382.0,1565,4011,0.657,1,0,Graduate,Single,0K - 40K,Blue,26,6,1,3,7.9494e-05,0.99992
710577708,0,35,2657.0,1983,2591,0.746,0,1,Graduate,Single,40k − 60K,Blue,25,5,3,3,0.00031211,0.99969
718516533,0,46,2586.0,2196,3944,0.849,1,2,Graduate,Single,0K - 40K,Blue,36,6,2,3,0.00019143,0.99981
708967608,0,53,3471.0,1785,1052,0.514,1,1,Graduate,Single,0K - 40K,Blue,45,3,1,2,5.1697e-05,0.99995
715714458,1,48,4446.0,0,8753,0.0,0,5,Graduate,Single,40k − 60K,Blue,38,2,3,3,0.99681,0.00319072
823928058,0,52,5299.0,578,4509,0.109,1,2,Uneducated,Married,0K - 40K,Blue,48,3,2,4,0.00033577,0.99966
717862308,0,45,2901.0,2384,3835,0.822,1,2,College,Divorced,40k − 60K,Blue,27,6,3,2,0.00017488,0.99983
826136283,0,38,2450.0,1981,4352,0.809,1,3,High School,Married,0K - 40K,Blue,34,3,3,2,0.00018145,0.99982
708384033,1,45,2745.0,2463,2466,0.897,1,3,Uneducated,Married,0K - 40K,Blue,35,3,3,3,0.99691,0.00308778
803952408,0,52,2516.0,1486,3987,0.591,1,3,Uneducated,Married,0K - 40K,Blue,47,6,3,2,0.00019191,0.99981
709633533,0,31,1438.3,0,2789,0.0,0,2,Uneducated,Married,0K - 40K,Blue,18,3,2,4,0.00033577,0.99966
719473458,0,46,8285.0,1359,7205,0.164,0,3,High School,Single,40k − 60K,Blue,42,3,2,1,6.9242e-05,0.99993
717457008,1,43,9267.0,0,7991,0.0,0,3,Uneducated,Single,40k − 60K,Blue,36,3,3,3,0.99691,0.00308778
816864483,0,39,10264.0,803,4003,0.078,1,4,Uneducated,Single,40k − 60K,Blue,34,4,2,2,0.00012274,0.99988
778131333,0,38,3222.0,0,5154,0.0,1,2,Graduate,Married,0K - 40K,Blue,31,6,3,3,0.00030251,0.9997
719452308,0,30,2498.0,1632,2048,0.653,1,0,Graduate,Married,0K - 40K,Blue,23,5,2,3,0.00016428,0.99984
718867683,0,64,2720.0,1904,1613,0.7,0,1,Graduate,Married,0K - 40K,Blue,55,4,3,4,0.00053237,0.99947
807971658,0,47,3669.0,2517,13931,0.686,1,3,Graduate,Married,0K - 40K,Blue,42,1,2,3,0.00021834,0.99978
716600733,1,47,2033.0,228,2572,0.112,1,4,Graduate,Married,0K - 40K,Blue,36,3,3,3,0.99714,0.00285845
718941183,0,48,1832.0,748,4376,0.408,1,1,College,Married,0K - 40K,Blue,38,5,2,2,0.00010387,0.9999
713240133,0,42,9351.0,1482,5099,0.158,1,3,High School,Married,0K - 40K,Blue,36,4,3,1,0.00010943,0.99989
824667708,0,32,2428.0,1027,3007,0.423,1,1,Graduate,Single,0K - 40K,Blue,28,6,3,3,0.00028395,0.99972
710738883,0,52,2187.0,1094,4222,0.5,1,3,High School,Married,0K - 40K,Blue,36,4,2,3,0.00019311,0.99981
712497783,0,56,9092.0,1363,14779,0.15,1,2,Graduate,Married,0K - 40K,Blue,48,1,2,3,0.00021042,0.99979
708254733,0,41,2968.0,1873,5171,0.631,1,4,Post-Graduate,Single,0K - 40K,Blue,36,5,4,1,0.00016178,0.99984
778255083,0,52,3103.0,2517,4641,0.811,1,1,Uneducated,Married,0K - 40K,Blue,42,5,3,3,0.00029196,0.99971
779348358,1,52,1717.0,0,3004,0.0,1,1,Uneducated,Single,0K - 40K,Blue,37,5,3,4,0.998,0.002003
711419133,0,56,3057.0,1077,4449,0.352,0,4,Graduate,Single,0K - 40K,Blue,36,3,2,3,0.00020077,0.9998
757634583,0,52,2261.0,1127,4456,0.498,1,2,Graduate,Married,0K - 40K,Blue,45,4,3,1,0.00010848,0.99989
768412608,0,39,2255.0,1258,4309,0.558,1,1,Graduate,Single,40k − 60K,Blue,33,6,3,2,0.00016883,0.99983
712161858,1,55,1438.3,0,2244,0.0,1,5,Graduate,Single,0K - 40K,Blue,36,4,2,3,0.99542,0.00458119
718184883,0,48,1495.0,0,3878,0.0,1,3,High School,Married,0K - 40K,Blue,34,5,2,2,0.00011482,0.99989
789540108,0,29,2832.0,1819,4761,0.642,1,1,Uneducated,Married,0K - 40K,Blue,21,2,1,3,8.9404e-05,0.99991
709497108,0,44,6633.0,1322,8396,0.199,1,2,High School,Married,0K - 40K,Blue,36,2,1,0,1.975e-05,0.99998
719494983,0,26,2740.0,2069,1997,0.755,0,0,Graduate,Single,0K - 40K,Blue,15,6,3,3,0.0002596,0.99974
715413483,0,44,4066.0,1028,3888,0.253,1,3,Graduate,Single,0K - 40K,Blue,36,5,1,3,9.6126e-05,0.9999
708347583,0,37,2509.0,1144,1804,0.456,1,4,Uneducated,Married,0K - 40K,Blue,36,4,1,4,0.00017042,0.99983
718183833,0,30,1438.3,0,4322,0.0,1,1,Graduate,Single,0K - 40K,Blue,18,4,2,1,6.4428e-05,0.99994
710664558,0,40,4736.0,945,3927,0.2,1,3,High School,Married,0K - 40K,Blue,31,5,2,4,0.00032942,0.99967
720479058,0,50,1438.3,851,4379,0.592,1,1,Post-Graduate,Single,0K - 40K,Blue,39,4,2,2,0.00012571,0.99987
711883833,0,50,1837.0,665,4752,0.362,1,1,Uneducated,Single,0K - 40K,Blue,37,6,1,1,3.2055e-05,0.99997
718488783,0,40,4802.0,1701,4821,0.354,0,3,College,Married,40k − 60K,Blue,30,2,2,2,0.00011483,0.99989
717885183,0,36,2622.0,2489,2717,0.949,0,1,Graduate,Single,0K - 40K,Blue,25,6,1,2,5.1697e-05,0.99995
716635758,0,38,3276.0,2331,4345,0.712,1,2,Graduate,Single,40k − 60K,Blue,29,5,3,2,0.00019771,0.9998
787463508,1,26,2469.0,2410,1027,0.976,0,0,Graduate,Single,0K - 40K,Blue,13,5,2,4,0.99645,0.0035547
711208083,0,40,2925.0,1447,4455,0.495,1,4,Graduate,Married,0K - 40K,Blue,30,6,3,2,0.00020735,0.99979
716277558,0,45,3281.0,1961,1779,0.598,1,1,Uneducated,Single,0K - 40K,Blue,36,4,3,4,0.000498,0.9995
720105933,0,48,11427.0,2307,15243,0.202,0,3,Uneducated,Divorced,40k − 60K,Blue,35,3,5,3,0.00036048,0.99964
713695158,0,51,1562.0,1057,5019,0.677,1,4,Uneducated,Divorced,0K - 40K,Blue,40,5,4,3,0.00039421,0.99961
751350558,0,57,1609.0,0,4770,0.0,1,1,High School,Married,0K - 40K,Blue,50,3,2,2,0.00010386,0.9999
780373233,0,39,2863.0,1940,4985,0.678,1,4,Graduate,Single,0K - 40K,Blue,29,5,3,0,7.6492e-05,0.99992
708712833,0,45,2289.0,1037,4483,0.453,1,5,Graduate,Married,0K - 40K,Blue,36,4,1,2,5.6861e-05,0.99994
715107033,0,33,6551.0,1440,2429,0.22,1,1,Graduate,Single,0K - 40K,Blue,36,3,2,4,0.00030653,0.99969
801497508,0,56,1584.0,1311,4203,0.828,1,1,Graduate,Married,0K - 40K,Blue,50,4,3,2,0.00016883,0.99983
717146208,1,59,4257.0,2517,2828,0.591,1,1,Graduate,Single,0K - 40K,Blue,51,1,4,4,0.9983,0.0017046
774588633,0,45,1438.3,0,4928,0.0,1,3,Graduate,Single,0K - 40K,Blue,39,2,2,3,0.00019864,0.9998
709592808,0,38,3311.0,1556,14470,0.47,1,2,Graduate,Single,0K - 40K,Blue,28,5,3,4,0.000516,0.99948
789917208,0,40,1968.0,1781,5087,0.905,1,4,High School,Married,0K - 40K,Blue,31,2,3,3,0.00030842,0.99969
734924658,0,47,1478.0,792,4123,0.536,1,5,High School,Married,0K - 40K,Blue,36,5,3,1,0.00010887,0.99989
717711108,0,43,3541.0,1042,14511,0.294,1,3,Graduate,Married,0K - 40K,Blue,27,1,2,2,0.00012982,0.99987
815062383,0,35,4549.0,1193,1914,0.262,1,2,High School,Married,0K - 40K,Blue,30,3,3,1,0.00010545,0.99989
813234108,0,45,2922.0,1212,3895,0.415,1,3,Uneducated,Married,0K - 40K,Blue,40,4,1,3,9.8837e-05,0.9999
716468658,0,51,3537.0,0,4101,0.0,1,2,Graduate,Single,0K - 40K,Blue,36,3,1,3,0.00010183,0.9999
720553158,0,39,3390.0,2222,5001,0.655,1,1,Graduate,Single,0K - 40K,Blue,31,5,2,1,6.4428e-05,0.99994
713569158,1,43,1654.0,1474,2086,0.891,1,3,High School,Single,40k − 60K,Blue,34,1,3,2,0.99452,0.00548
758875908,0,40,1964.0,1811,4699,0.922,1,4,Graduate,Single,0K - 40K,Blue,33,4,4,3,0.00042141,0.99958
712971708,0,43,3139.0,1089,4648,0.347,1,5,Graduate,Single,0K - 40K,Blue,26,6,0,3,3.89e-05,0.99996
717592758,1,44,1606.0,1578,2418,0.983,1,3,Graduate,Single,0K - 40K,Blue,36,3,2,2,0.99236,0.00764
789082758,0,40,2734.0,1661,4981,0.608,1,2,High School,Married,0K - 40K,Blue,28,1,3,3,0.00029408,0.99971
709922508,0,40,2712.0,0,5207,0.0,1,4,Graduate,Married,0K - 40K,Blue,28,4,1,1,3.8289e-05,0.99996
712820208,0,32,2699.0,1609,2141,0.596,1,0,High School,Divorced,0K - 40K,Blue,36,5,2,4,0.00027243,0.99973
720809358,0,39,4874.0,2317,7776,0.475,0,1,College,Married,40k − 60K,Blue,32,1,1,3,8.4537e-05,0.99992
715093383,0,49,2115.0,1598,4450,0.756,1,2,College,Married,0K - 40K,Blue,41,3,1,3,9.0064e-05,0.99991
711788583,0,61,3466.0,1444,15075,0.417,1,1,Graduate,Single,0K - 40K,Blue,36,3,2,2,0.00010684,0.99989
715327683,1,45,4477.0,2517,4996,0.562,1,4,Post-Graduate,Single,0K - 40K,Blue,36,1,3,3,0.99733,0.00267072
714963558,0,46,1438.3,0,4374,0.0,0,3,Graduate,Single,40k − 60K,Blue,36,4,2,3,0.00019864,0.9998
721335558,0,57,6482.0,1686,7544,0.26,1,2,Graduate,Single,0K - 40K,Blue,36,1,2,3,0.00019143,0.99981
788595183,0,42,1438.3,686,3499,0.477,0,2,Graduate,Single,40k − 60K,Blue,36,1,1,3,9.2637e-05,0.99991
712690458,0,38,3629.0,1891,15982,0.521,1,2,Uneducated,Married,0K - 40K,Blue,28,1,1,2,5.663e-05,0.99994
714215058,0,42,6848.0,0,4006,0.0,1,3,High School,Married,0K - 40K,Blue,33,5,2,4,0.00032942,0.99967
711225933,0,28,2265.0,1935,2306,0.854,0,1,High School,Divorced,0K - 40K,Blue,36,5,3,4,0.00047086,0.99953
716723658,0,37,3525.0,1519,13625,0.431,1,2,Post-Graduate,Single,0K - 40K,Blue,28,1,3,1,0.00012764,0.99987
709035708,0,38,1841.0,1246,1819,0.677,1,0,Graduate,Married,0K - 40K,Blue,36,4,2,3,0.00018057,0.99982
719653308,0,49,6049.0,796,4468,0.132,1,3,Uneducated,Married,0K - 40K,Blue,40,5,2,2,0.00012144,0.99988
716613933,0,51,3417.0,1482,3651,0.434,1,3,High School,Single,40k − 60K,Blue,36,6,5,2,0.00020266,0.9998
811970808,0,53,5972.0,1885,3491,0.316,1,0,Graduate,Single,0K - 40K,Blue,48,4,3,3,0.0002596,0.99974
710241858,0,39,2890.0,0,2040,0.0,1,4,Graduate,Married,0K - 40K,Blue,31,6,1,4,0.00018218,0.99982
715495308,0,43,8919.0,2231,3923,0.25,1,4,Graduate,Single,0K - 40K,Blue,36,5,4,1,0.00013749,0.99986
711478233,0,38,2652.0,2496,3691,0.941,1,1,Post-Graduate,Single,0K - 40K,Blue,26,4,1,3,0.00010231,0.9999
718263108,1,44,1693.0,1457,2829,0.861,1,3,Graduate,Divorced,0K - 40K,Blue,32,3,3,2,0.99515,0.00484967
788768883,0,54,9231.0,1642,4676,0.178,1,0,Graduate,Single,40k − 60K,Blue,35,4,1,3,8.7379e-05,0.99991
718193958,0,60,2402.0,1728,1650,0.719,0,0,Uneducated,Single,0K - 40K,Blue,53,5,3,2,0.00015871,0.99984
719759733,1,59,1852.0,0,2851,0.0,1,0,Graduate,Single,40k − 60K,Blue,52,2,4,3,0.99711,0.00289056
793597833,0,49,2481.0,1568,4466,0.632,1,0,Post-Graduate,Single,0K - 40K,Blue,43,1,3,1,0.00010953,0.99989
803319633,0,51,3183.0,1358,3988,0.427,1,2,High School,Married,0K - 40K,Blue,45,4,3,2,0.00017486,0.99983
718730283,0,38,1686.0,1206,4891,0.715,1,2,Graduate,Married,0K - 40K,Blue,18,5,3,3,0.00030251,0.9997
712235433,1,43,2886.0,0,2326,0.0,1,1,Graduate,Single,0K - 40K,Blue,36,2,3,2,0.99411,0.00589
772382283,1,46,2302.0,1593,2689,0.692,1,3,Graduate,Married,0K - 40K,Blue,36,3,3,3,0.99683,0.00317458
793345008,0,44,1438.3,0,4287,0.0,1,3,Uneducated,Single,0K - 40K,Blue,38,4,1,3,9.8837e-05,0.9999
719490108,0,54,2830.0,1779,4854,0.629,1,3,Graduate,Single,0K - 40K,Blue,36,1,3,1,0.00011256,0.99989
817968783,0,51,2927.0,1499,4670,0.512,1,3,Graduate,Single,0K - 40K,Blue,46,6,3,1,0.00011256,0.99989
719845908,0,52,3240.0,0,4803,0.0,1,3,Uneducated,Single,0K - 40K,Blue,36,2,1,3,9.8837e-05,0.9999
714073983,0,47,7327.0,0,1788,0.0,0,2,Graduate,Single,40k − 60K,Blue,36,6,3,3,0.00033251,0.99967
709785783,1,35,2300.0,0,1485,0.0,1,0,Graduate,Single,0K - 40K,Blue,25,5,3,4,0.99775,0.00225216
720582558,0,44,2296.0,0,5108,0.0,1,2,Uneducated,Married,0K - 40K,Blue,34,3,3,1,0.00011153,0.99989
772162683,1,34,3116.0,0,2768,0.0,1,2,Graduate,Married,0K - 40K,Blue,23,6,2,2,0.99129,0.00871
815510883,0,36,11862.0,2282,2576,0.192,0,2,Post-Graduate,Single,40k − 60K,Blue,31,3,2,5,0.00066474,0.99934
711017433,0,41,1438.3,0,4416,0.0,0,3,Graduate,Divorced,0K - 40K,Blue,23,5,2,4,0.00033886,0.99966
712221408,0,42,2654.0,1489,4767,0.561,0,4,Graduate,Single,40k − 60K,Blue,33,5,3,2,0.00018864,0.99981
720949083,0,44,3075.0,2517,3534,0.819,1,3,Uneducated,Single,0K - 40K,Blue,33,5,3,5,0.00095231,0.99905
712562433,1,48,4204.0,0,2316,0.0,1,2,Graduate,Married,0K - 40K,Blue,30,3,3,3,0.997,0.00299743
714948858,1,50,3647.0,2517,2935,0.69,1,2,Graduate,Single,0K - 40K,Blue,36,3,2,2,0.99207,0.00793
802455633,0,56,1698.0,0,4371,0.0,1,1,Graduate,Single,0K - 40K,Blue,50,4,4,1,0.00013526,0.99986
719139558,0,26,2665.0,1567,2514,0.588,0,0,Uneducated,Single,0K - 40K,Blue,36,4,3,4,0.00045531,0.99954
798783858,0,48,9742.0,2517,13082,0.258,1,3,Graduate,Married,40k − 60K,Blue,42,2,1,1,3.7884e-05,0.99996
720072933,0,49,1438.3,666,4759,0.463,1,4,Graduate,Married,0K - 40K,Blue,36,3,3,3,0.00031726,0.99968
710343783,0,37,2140.0,0,4610,0.0,1,5,Graduate,Married,0K - 40K,Blue,29,6,1,2,6.2502e-05,0.99994
772578858,0,49,2904.0,2203,3848,0.759,1,1,Graduate,Married,0K - 40K,Blue,39,3,4,2,0.00022427,0.99978
717631908,1,56,4390.0,0,8454,0.0,0,2,Graduate,Married,0K - 40K,Blue,44,5,3,1,0.99168,0.00832
714752208,0,42,2393.0,1985,978,0.83,1,1,Graduate,Married,0K - 40K,Blue,36,5,1,2,5.1697e-05,0.99995
787466808,0,35,3009.0,2517,5329,0.836,1,0,Graduate,Married,0K - 40K,Blue,22,2,2,3,0.00018057,0.99982
708818508,0,36,3453.0,2517,4386,0.729,0,1,Graduate,Married,0K - 40K,Blue,26,5,2,2,0.00011743,0.99988
711349083,0,47,4012.0,0,2962,0.0,1,4,Doctorate,Married,0K - 40K,Blue,28,3,2,4,0.00049554,0.9995
773018583,0,38,3144.0,2216,4717,0.705,1,4,Graduate,Married,0K - 40K,Blue,30,5,1,2,5.7762e-05,0.99994
710522433,0,65,2416.0,1499,2372,0.62,0,0,Graduate,Married,0K - 40K,Blue,46,3,2,2,9.7673e-05,0.9999
820637433,0,45,1603.0,0,4041,0.0,1,3,High School,Married,0K - 40K,Blue,40,5,2,3,0.00019311,0.99981
718265658,0,47,2092.0,1499,4130,0.717,1,4,Uneducated,Single,0K - 40K,Blue,36,3,1,2,5.9391e-05,0.99994
789240258,0,50,2784.0,2458,4904,0.883,1,2,Uneducated,Single,40k − 60K,Blue,35,4,3,1,0.00011153,0.99989
771502383,0,54,2474.0,1539,4884,0.622,1,1,High School,Married,0K - 40K,Blue,42,3,5,4,0.00052589,0.99947
719829633,0,42,3200.0,1733,5026,0.542,1,2,Graduate,Married,0K - 40K,Blue,29,5,3,4,0.00056716,0.99943
795784008,1,44,3889.0,2517,1718,0.647,1,3,Graduate,Married,0K - 40K,Blue,38,4,2,3,0.99499,0.00501
709959858,0,43,4341.0,0,3825,0.0,1,4,Graduate,Single,0K - 40K,Blue,32,6,3,4,0.00054115,0.99946
709435533,1,53,3099.0,0,1401,0.0,1,1,Graduate,Single,0K - 40K,Blue,41,2,3,2,0.99464,0.00536
715178733,0,47,2289.0,1611,4817,0.704,1,2,Graduate,Single,0K - 40K,Blue,41,5,3,1,0.00011924,0.99988
788920308,0,51,2258.0,1250,4368,0.554,1,2,High School,Married,0K - 40K,Blue,37,3,2,1,6.6728e-05,0.99993
710691633,0,58,1957.0,1152,4546,0.589,1,1,High School,Married,0K - 40K,Blue,43,4,1,4,0.00014421,0.99986
719174433,1,36,1735.0,0,2467,0.0,1,1,Graduate,Single,0K - 40K,Blue,24,2,1,2,0.98271,0.01729
713872008,0,49,2215.0,1347,4656,0.608,1,1,High School,Married,0K - 40K,Blue,42,1,3,1,9.8983e-05,0.9999
712747758,1,50,2477.0,0,2037,0.0,1,4,Uneducated,Single,0K - 40K,Blue,36,2,2,3,0.99518,0.00481999
710878308,1,50,3699.0,913,7297,0.247,1,4,Graduate,Single,0K - 40K,Blue,37,1,2,3,0.99504,0.00495524
711553308,0,60,1438.3,750,4542,0.521,0,1,Graduate,Single,40k − 60K,Blue,48,3,1,3,8.6952e-05,0.99991
771546708,0,46,1438.3,0,5013,0.0,1,2,Graduate,Single,0K - 40K,Blue,34,2,2,1,6.864e-05,0.99993
779808333,0,48,8881.0,1901,15530,0.214,1,2,Graduate,Single,0K - 40K,Blue,38,2,1,2,5.5077e-05,0.99994
711833508,0,47,1536.0,0,4643,0.0,0,2,High School,Single,40k − 60K,Blue,27,2,3,2,0.00017486,0.99983
788812608,0,56,8767.0,1684,8066,0.192,1,2,Uneducated,Single,0K - 40K,Blue,39,1,2,3,0.00019683,0.9998
715197633,0,43,9449.0,1914,4658,0.203,0,3,Uneducated,Married,40k − 60K,Blue,38,5,4,2,0.00023192,0.99977
713717283,1,40,2473.0,2332,1738,0.943,1,3,Graduate,Single,40k − 60K,Blue,29,3,3,3,0.99711,0.00288892
718589133,0,65,4613.0,1619,2328,0.351,1,1,Graduate,Single,0K - 40K,Blue,56,6,2,2,0.00010684,0.99989
715206408,0,31,6662.0,0,3264,0.0,1,1,High School,Single,0K - 40K,Blue,22,5,1,5,0.00024953,0.99975
712575708,0,55,1994.0,1175,4455,0.589,1,2,High School,Married,0K - 40K,Blue,36,5,1,4,0.00015363,0.99985
710226708,0,55,1438.3,680,4573,0.473,1,2,Uneducated,Divorced,0K - 40K,Blue,49,5,2,1,7.0576e-05,0.99993
713247408,0,51,1750.0,813,4333,0.465,1,3,Uneducated,Married,0K - 40K,Blue,36,3,1,2,5.8763e-05,0.99994
711065133,0,26,1473.0,0,2099,0.0,0,1,High School,Single,40k − 60K,Blue,13,6,2,4,0.00029799,0.9997
772698783,0,50,8416.0,1549,13988,0.184,1,2,College,Married,0K - 40K,Blue,40,3,2,4,0.00031749,0.99968
789513858,1,43,1438.3,0,891,0.0,0,3,Graduate,Married,40k − 60K,Blue,35,2,2,3,0.99544,0.00455805
714365883,0,51,7093.0,918,3877,0.129,1,4,Uneducated,Married,0K - 40K,Blue,40,3,3,4,0.0005564,0.99944
714202008,1,53,3918.0,2517,2115,0.642,1,2,High School,Married,0K - 40K,Blue,36,6,3,2,0.99431,0.00569
787514433,0,34,2164.0,1176,5075,0.543,1,3,College,Married,0K - 40K,Blue,23,3,3,3,0.00030519,0.99969
715565058,0,27,1438.3,0,4479,0.0,1,1,Uneducated,Married,0K - 40K,Blue,16,3,1,2,5.3155e-05,0.99995
788960658,0,42,2573.0,1742,4649,0.677,1,2,Uneducated,Married,0K - 40K,Blue,28,1,2,3,0.00019683,0.9998
720148983,0,54,2178.0,1144,1724,0.525,1,1,Uneducated,Married,0K - 40K,Blue,40,5,2,4,0.00031517,0.99968
791730183,1,38,7385.0,1817,5070,0.246,1,2,College,Married,0K - 40K,Blue,32,2,2,6,0.99896,0.00103551
714834258,0,43,2459.0,1127,4343,0.458,1,4,High School,Married,0K - 40K,Blue,36,5,2,4,0.00033294,0.99967
709641933,0,42,3433.0,1869,4504,0.544,1,3,Graduate,Married,40k − 60K,Blue,36,3,1,2,5.7151e-05,0.99994
717072108,1,50,2762.0,0,2571,0.0,1,2,Graduate,Single,40k − 60K,Blue,36,3,3,2,0.99497,0.00503
813453408,0,40,2448.0,1693,1269,0.692,1,5,College,Married,0K - 40K,Blue,35,3,1,3,9.2982e-05,0.99991
781137783,1,40,2420.0,191,2478,0.079,0,3,High School,Married,0K - 40K,Blue,33,1,3,4,0.99808,0.00191647
718896108,0,48,1438.3,0,5014,0.0,1,3,High School,Married,0K - 40K,Blue,36,2,1,1,3.3505e-05,0.99997
713388108,1,62,5210.0,0,2162,0.0,1,0,High School,Married,0K - 40K,Blue,51,4,2,3,0.99378,0.00622
824789283,0,36,2683.0,1533,2373,0.571,0,2,High School,Single,40k − 60K,Blue,32,3,5,2,0.0001953,0.9998
716891583,0,41,1867.0,970,4537,0.52,1,3,High School,Married,0K - 40K,Blue,36,5,2,0,4.2354e-05,0.99996
711550983,0,46,11343.0,1175,8313,0.104,0,1,Graduate,Divorced,40k − 60K,Blue,37,1,2,2,0.00010684,0.99989
780653208,0,47,3300.0,2517,3784,0.763,1,3,College,Married,0K - 40K,Blue,36,5,4,2,0.0002193,0.99978
713744058,0,41,2359.0,1509,5232,0.64,1,3,High School,Married,0K - 40K,Blue,36,6,2,3,0.00019311,0.99981
819977058,0,46,3150.0,1543,3432,0.49,0,2,High School,Single,40k − 60K,Blue,41,3,3,2,0.00017486,0.99983
712781883,0,36,2611.0,537,5121,0.206,1,1,Uneducated,Married,0K - 40K,Blue,36,6,1,3,8.9404e-05,0.99991
721424583,0,35,1918.0,900,4237,0.469,1,1,High School,Married,0K - 40K,Blue,26,4,2,3,0.00017468,0.99983
794719983,1,44,2616.0,2505,2576,0.958,1,4,High School,Married,0K - 40K,Blue,38,2,2,3,0.9949,0.0051
715774833,0,41,1801.0,940,3797,0.522,1,2,Doctorate,Married,0K - 40K,Blue,36,4,1,2,7.9702e-05,0.99992
767376483,0,27,1893.0,0,5176,0.0,1,1,College,Married,0K - 40K,Blue,20,5,3,3,0.00027607,0.99972
711351108,0,44,2608.0,1804,4671,0.692,1,3,High School,Married,0K - 40K,Blue,36,3,3,2,0.00018145,0.99982
708788583,1,64,6167.0,0,1648,0.0,1,1,College,Married,0K - 40K,Blue,56,3,1,2,0.98049,0.01951
716709858,1,34,3074.0,0,2721,0.0,1,1,Uneducated,Married,0K - 40K,Blue,25,1,2,3,0.99462,0.00538
716975583,0,42,2471.0,1658,4406,0.671,1,2,Graduate,Single,40k − 60K,Blue,34,4,4,3,0.00040183,0.9996
712267983,1,57,3023.0,2517,2477,0.833,1,0,Graduate,Single,0K - 40K,Blue,45,4,3,3,0.99616,0.0038363
769577358,0,31,2787.0,1761,4358,0.632,1,0,Graduate,Single,0K - 40K,Blue,17,4,2,3,0.00016428,0.99984
711047658,0,46,1781.0,1315,4775,0.738,1,3,High School,Married,0K - 40K,Blue,38,4,2,2,0.00011482,0.99989
747107508,0,56,2433.0,1947,4269,0.8,1,3,Graduate,Single,0K - 40K,Blue,49,4,3,1,0.00011256,0.99989
712961658,0,45,3335.0,2238,5321,0.671,1,4,Uneducated,Married,0K - 40K,Blue,32,1,1,1,3.5816e-05,0.99996
787599258,0,55,7361.0,1309,1175,0.178,1,3,Graduate,Single,0K - 40K,Blue,29,6,1,2,5.7151e-05,0.99994
709204158,0,36,3438.0,1129,2331,0.328,1,2,Post-Graduate,Single,0K - 40K,Blue,24,5,2,4,0.00038424,0.99962
772339383,0,54,4216.0,1290,13787,0.306,0,3,Post-Graduate,Single,40k − 60K,Blue,44,2,5,3,0.00041252,0.99959
717877533,0,39,11314.0,0,3761,0.0,1,2,Graduate,Single,40k − 60K,Blue,36,5,1,1,3.3214e-05,0.99997
719810583,0,64,2140.0,1361,1280,0.636,0,0,High School,Married,0K - 40K,Blue,54,4,3,2,0.00015005,0.99985
769330908,0,49,2574.0,1555,4134,0.604,1,4,High School,Married,0K - 40K,Blue,43,5,3,4,0.00052608,0.99947
714064908,0,57,1771.0,1289,4813,0.728,1,1,Graduate,Single,0K - 40K,Blue,36,4,2,3,0.00017969,0.99982
789531633,0,53,4117.0,777,5218,0.189,1,4,Graduate,Single,0K - 40K,Blue,46,4,1,2,5.7762e-05,0.99994
772366833,0,50,4003.0,1851,15476,0.462,0,2,Graduate,Single,40k − 60K,Blue,40,3,2,3,0.00019143,0.99981
709855608,0,46,1438.3,981,1114,0.682,1,4,High School,Married,0K - 40K,Blue,36,3,3,4,0.00052608,0.99947
718383183,0,51,3803.0,2437,14397,0.641,1,3,High School,Married,0K - 40K,Blue,39,2,1,1,3.3505e-05,0.99997
716306583,1,64,3812.0,2517,2325,0.66,0,0,Graduate,Single,0K - 40K,Blue,36,3,3,5,0.9987,0.00130267
788792583,0,44,7277.0,0,4458,0.0,1,3,Graduate,Single,40k − 60K,Blue,26,4,3,0,7.5683e-05,0.99992
718324983,0,60,1634.0,1155,4522,0.707,1,0,College,Married,0K - 40K,Blue,49,5,3,3,0.00025239,0.99975
712033833,0,42,1874.0,1341,3899,0.716,1,4,Graduate,Married,0K - 40K,Blue,34,5,3,2,0.00020735,0.99979
751150233,0,43,1438.3,0,4459,0.0,0,5,Graduate,Single,0K - 40K,Blue,36,3,2,2,0.00011751,0.99988
739594758,1,51,3181.0,2517,818,0.791,1,2,Graduate,Single,0K - 40K,Blue,44,6,3,2,0.99447,0.00553
771869508,0,51,1612.0,831,4924,0.516,1,2,Uneducated,Married,0K - 40K,Blue,40,4,3,3,0.00031104,0.99969
