Attrition_Numeric,Customer_Age_zScore,Credit_Limit_SqR,Total_Revolving_Bal_divMedian,Total_Trans_Amt_log,Avg_Utilization_Ratio_divMedian,Gender,Dependent_count,Education_Level_sorted,Marital_Status_sorted,Income_Category_sorted,Card_Category_sorted,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon
0,0.7078023561139535,2296.0,1.9725705329153604,7.293017679772782,3.113636363636364,F,4,Graduate,Married,0K - 40K,Blue,36,6,1,2
0,0.3335703834525306,1482.0,1.6010971786833856,8.376781037699493,3.914772727272727,F,3,Graduate,Married,0K - 40K,Blue,36,5,2,4
1,0.8325463470010944,861.0,0.0,7.669028288589683,0.0,F,4,Graduate,Married,0K - 40K,Blue,37,3,2,3
1,-0.4148935618703149,1043.0,1.572884012539185,7.838737559599282,5.465909090909091,F,2,Uneducated,Divorced,0K - 40K,Blue,25,5,2,4
0,2.3294742376467856,3511.5,1.3526645768025078,7.837948916025283,1.3977272727272727,F,1,Graduate,Married,0K - 40K,Blue,56,4,2,0
0,-0.1654055800960331,1320.5,1.0470219435736676,8.348537825386098,2.875,F,3,Graduate,Married,0K - 40K,Blue,34,6,2,3
0,0.9572903378882354,1368.5,1.9725705329153604,7.389563953677635,5.227272727272728,F,2,Graduate,Married,0K - 40K,Blue,46,6,2,2
0,1.8304982740982216,1125.0,0.8158307210031348,7.199678345691172,2.6306818181818183,F,0,Graduate,Married,0K - 40K,Blue,51,4,2,1
0,-0.539637552757456,1897.0,1.2100313479623823,8.971067438732089,2.3125,F,3,Graduate,Married,0K - 40K,Blue,33,2,3,1
0,-0.9138695254188788,1625.5,1.518025078369906,8.36264243156764,3.386363636363636,F,2,Graduate,Married,0K - 40K,Blue,33,3,1,3
0,0.4583143743396716,1684.0,0.6614420062695925,7.611842399580417,1.4261363636363638,F,1,Post-Graduate,Married,0K - 40K,Blue,43,3,1,3
1,0.9572903378882354,719.15,0.0,7.397561535524052,0.0,F,1,Graduate,Married,0K - 40K,Blue,40,1,1,4
0,1.8304982740982216,1471.0,1.584639498432602,7.2991214627108,3.9034090909090913,F,0,Graduate,Married,0K - 40K,Blue,53,4,1,2
0,0.3335703834525306,1503.5,1.9725705329153604,8.394573477868327,4.755681818181818,F,0,Post-Graduate,Married,0K - 40K,Blue,36,6,3,3
0,2.204730246759645,1042.0,1.2907523510971788,7.375882148215011,4.488636363636364,M,0,Graduate,Married,0K - 40K,Blue,53,3,3,4
0,1.4562663014367991,1116.0,0.6159874608150471,7.240649694255466,2.0,F,0,Graduate,Married,0K - 40K,Blue,47,5,3,2
0,0.9572903378882354,1472.5,1.7288401253918495,7.315218389752975,4.255681818181818,F,0,Graduate,Married,0K - 40K,Blue,44,6,3,1
0,-0.6643815436445969,3259.5,0.6669278996865203,8.035278911144667,0.7443181818181819,F,5,Post-Graduate,Married,0K - 40K,Blue,33,3,1,2
0,-1.2881014980803016,1014.5,0.932601880877743,7.496652438168283,3.3295454545454546,F,2,Graduate,Married,0K - 40K,Blue,29,6,3,4
0,-0.1654055800960331,728.5,0.6489028213166145,8.594339400592892,3.227272727272727,F,2,High School,Married,0K - 40K,Blue,36,1,2,2
0,-0.290149570983174,3661.5,0.0,8.448057452581375,0.0,F,3,Uneducated,Single,0K - 40K,Blue,39,3,2,2
1,-0.7891255345317377,1492.0,1.9725705329153604,7.771910256435763,4.789772727272728,F,4,Doctorate,Married,0K - 40K,Blue,21,1,2,1
1,-1.2881014980803016,1630.5,1.9725705329153604,6.752270376141742,4.386363636363637,F,4,Graduate,Married,0K - 40K,Blue,24,3,2,2
0,1.331522310549658,3173.5,1.249216300940439,7.479299637782834,1.4261363636363638,F,3,Graduate,Married,0K - 40K,Blue,47,4,2,3
0,-1.5375894798545835,3832.0,1.3989028213166144,9.62092568277892,1.3238636363636365,M,4,Graduate,Single,0K - 40K,Blue,23,1,3,2
0,-0.290149570983174,1523.5,1.676332288401254,8.509362612301048,3.988636363636364,F,3,Doctorate,Married,0K - 40K,Blue,36,2,3,1
0,1.955242264985363,882.0,1.206896551724138,7.646831391430482,4.960227272727273,F,0,Graduate,Married,0K - 40K,Blue,36,3,2,2
0,1.2067783196625173,1117.5,0.0,7.113956109566034,0.0,F,3,Graduate,Married,0K - 40K,Blue,45,6,2,3
0,-0.0406615892088921,2629.0,1.5626959247648904,8.287025025165063,2.1534090909090917,F,2,Graduate,Married,0K - 40K,Blue,36,5,2,3
0,0.0840824016782487,2431.0,0.0,8.334951631422454,0.0,F,3,Graduate,Single,0K - 40K,Blue,34,6,3,0
0,-0.7891255345317377,4347.0,0.8753918495297806,9.161465204194046,0.7272727272727273,F,3,Graduate,Divorced,0K - 40K,Blue,31,1,3,2
0,-0.4148935618703149,1034.5,0.6575235109717869,8.322880021769905,2.306818181818182,F,2,Graduate,Married,0K - 40K,Blue,31,6,3,3
0,-0.7891255345317377,4007.0,1.098746081504702,7.375255778009754,0.9943181818181818,F,4,Graduate,Married,0K - 40K,Blue,24,3,3,2
0,-1.0386135163060195,719.15,0.0,8.406261630708956,0.0,F,1,Doctorate,Married,0K - 40K,Blue,28,6,1,1
0,0.4583143743396716,1203.5,0.8636363636363636,8.421342865759403,2.6022727272727275,F,4,Graduate,Married,0K - 40K,Blue,36,2,4,3
0,1.331522310549658,1218.0,0.5329153605015674,7.358830898342354,1.585227272727273,F,2,Graduate,Married,0K - 40K,Blue,48,5,2,2
1,0.2088263925653897,1257.0,1.637931034482759,7.864419904994565,4.721590909090909,F,2,Doctorate,Married,0K - 40K,Blue,36,4,3,4
1,1.955242264985363,719.15,0.0,6.539585955617669,0.0,F,0,Graduate,Married,0K - 40K,Blue,49,2,3,3
0,-0.9138695254188788,1361.0,1.247648902821317,8.07246736935477,3.323863636363636,F,1,Graduate,Married,0K - 40K,Blue,29,6,2,5
0,-1.0386135163060195,1114.0,1.3456112852664577,7.755338812846501,4.380681818181818,F,2,Graduate,Married,0K - 40K,Blue,33,5,2,3
1,0.5830583652268125,3315.0,0.7178683385579937,6.735780014242327,0.7840909090909092,F,2,Doctorate,Married,0K - 40K,Blue,41,2,2,3
1,-1.4128454889674424,1938.0,0.0,8.950532836290382,0.0,F,0,Doctorate,Married,0K - 40K,Blue,27,2,3,2
0,0.3335703834525306,951.0,0.0,8.224431573221159,0.0,F,3,Uneducated,Divorced,0K - 40K,Blue,36,4,1,3
0,1.0820343287753762,1055.5,0.9474921630094044,7.938445551164788,3.255681818181818,F,3,Uneducated,Divorced,0K - 40K,Blue,36,3,2,1
0,-0.0406615892088921,1203.0,1.3362068965517242,8.447843113281444,4.028409090909091,F,1,Doctorate,Married,0K - 40K,Blue,29,3,3,2
1,0.8325463470010944,1859.5,1.9725705329153604,7.858254182186029,3.8465909090909096,F,4,Doctorate,Married,0K - 40K,Blue,37,6,2,2
0,0.4583143743396716,1023.0,0.0,8.144969417087875,0.0,F,2,Graduate,Married,0K - 40K,Blue,39,3,3,2
0,1.58101029232394,1343.5,1.921630094043887,8.454679286026995,5.187500000000001,F,1,Doctorate,Married,0K - 40K,Blue,40,3,3,1
0,0.4583143743396716,1755.0,1.4741379310344829,8.244859395911256,3.045454545454546,F,1,Graduate,Married,0K - 40K,Blue,35,5,2,2
0,-0.290149570983174,962.0,1.15282131661442,8.166500319155052,4.346590909090909,F,2,Post-Graduate,Married,0K - 40K,Blue,30,5,2,3
0,-1.9118214525160064,3157.5,1.0227272727272727,7.698482787880946,1.1761363636363635,F,0,Graduate,Married,0K - 40K,Blue,21,4,1,4
1,0.3335703834525306,1287.5,1.9725705329153604,7.535830462798367,5.551136363636364,F,4,Graduate,Married,0K - 40K,Blue,42,2,4,3
0,0.2088263925653897,1465.0,0.6057993730407524,7.342779189331845,1.5000000000000002,F,4,Graduate,Married,0K - 40K,Blue,36,5,1,1
0,1.2067783196625173,868.5,0.0,8.436200032206706,0.0,F,0,Graduate,Married,0K - 40K,Blue,45,5,1,1
0,-0.0406615892088921,2507.0,1.4968652037617556,7.097548850614793,2.1647727272727275,F,2,Post-Graduate,Married,0K - 40K,Blue,28,5,1,1
0,0.0840824016782487,1766.0,0.0,8.058960017769417,0.0,M,5,Post-Graduate,Married,0K - 40K,Blue,41,4,2,1
0,1.4562663014367991,3856.0,0.7539184952978056,7.361375428977347,0.7102272727272728,F,2,Graduate,Married,0K - 40K,Blue,53,5,3,1
0,-1.4128454889674424,719.15,0.670846394984326,8.39660622842712,3.3806818181818183,F,1,Graduate,Married,0K - 40K,Blue,29,4,2,3
0,-0.290149570983174,2492.5,1.0807210031347962,8.348064228408266,1.573863636363637,F,3,High School,Married,0K - 40K,Blue,31,3,3,4
0,0.8325463470010944,1367.0,1.634012539184953,8.309922989258318,4.335227272727273,F,4,Graduate,Married,0K - 40K,Blue,47,3,2,2
0,2.204730246759645,1107.5,1.500783699059561,7.146772179452637,4.914772727272728,M,0,Graduate,Married,0K - 40K,Blue,56,6,1,0
0,1.955242264985363,1493.0,1.2789968652037618,7.669028288589683,3.107954545454546,F,2,Graduate,Married,0K - 40K,Blue,51,6,2,4
1,0.7078023561139535,880.0,0.0,7.348587530927593,0.0,F,3,Post-Graduate,Married,0K - 40K,Blue,45,2,4,1
0,0.5830583652268125,1553.0,1.0219435736677116,7.221105098182496,2.386363636363636,F,2,Graduate,Married,0K - 40K,Blue,36,3,1,3
0,0.5830583652268125,3003.0,1.2351097178683386,8.070593539949519,1.4886363636363638,F,3,Graduate,Married,0K - 40K,Blue,30,3,2,0
0,0.3335703834525306,4077.0,0.0,7.706612913964197,0.0,F,5,Graduate,Married,0K - 40K,Blue,43,4,2,3
0,-0.539637552757456,2479.5,1.1622257053291536,8.363109176033522,1.6988636363636365,F,3,Post-Graduate,Married,0K - 40K,Blue,36,6,3,1
0,-0.9138695254188788,1486.5,1.8495297805642636,7.860570785538664,4.511363636363637,M,4,Graduate,Married,0K - 40K,Blue,32,4,1,4
0,-1.6623334707417243,1896.0,1.2735109717868338,7.543273346705446,2.4375,F,1,Graduate,Married,0K - 40K,Blue,20,3,2,4
0,1.2067783196625173,1544.0,1.9725705329153604,7.73718007783463,4.630681818181818,F,5,Graduate,Married,0K - 40K,Blue,36,5,4,4
0,0.2088263925653897,1721.0,0.963166144200627,9.590008925040337,2.028409090909091,M,2,Graduate,Divorced,0K - 40K,Blue,36,1,3,2
0,0.4583143743396716,744.0,0.591692789968652,8.400884069015854,2.8806818181818183,F,4,Graduate,Married,0K - 40K,Blue,45,4,1,4
0,0.3335703834525306,719.15,0.0,8.32093496888341,0.0,M,1,Graduate,Married,0K - 40K,Blue,35,5,2,2
1,-1.0386135163060195,719.15,0.0,7.724888439323074,0.0,F,4,Graduate,Married,0K - 40K,Blue,26,3,2,2
0,-0.290149570983174,4535.0,0.9976489028213166,9.629774129311745,0.7954545454545455,F,0,Graduate,Married,0K - 40K,Blue,34,1,3,3
0,0.2088263925653897,1816.0,1.0141065830721003,8.37539918579835,2.022727272727273,F,2,Graduate,Married,0K - 40K,Blue,41,6,1,3
1,-0.6643815436445969,747.5,0.0,7.871692664323645,0.0,F,5,Post-Graduate,Married,0K - 40K,Blue,36,5,3,3
0,-2.036565443403147,1245.0,0.0,7.405495663199472,0.0,M,0,Graduate,Married,0K - 40K,Blue,21,6,6,2
0,-0.290149570983174,1146.5,1.4286833855799372,7.061334366910438,4.517045454545455,F,2,Post-Graduate,Married,0K - 40K,Blue,36,3,3,2
0,0.9572903378882354,2699.5,1.3503134796238243,7.163946684342547,1.8125,F,0,Graduate,Married,0K - 40K,Blue,36,5,3,4
0,-1.9118214525160064,934.0,1.1873040752351096,7.709308333385869,4.607954545454546,M,1,Graduate,Married,0K - 40K,Blue,36,3,3,3
0,0.4583143743396716,719.15,0.3847962382445141,8.537387898701757,1.9375,F,2,Graduate,Married,0K - 40K,Blue,37,2,1,2
0,2.079986255872504,1337.5,1.9725705329153604,7.580189417944541,5.346590909090909,F,1,Graduate,Married,0K - 40K,Blue,53,6,1,3
0,-2.535541406951711,719.15,0.0,7.912423121473705,0.0,F,0,Uneducated,Single,0K - 40K,Blue,20,4,3,4
0,2.204730246759645,914.5,0.0,8.281470857895167,0.0,F,0,Uneducated,Single,0K - 40K,Blue,36,3,2,1
1,0.4583143743396716,1711.5,0.0,7.709308333385869,0.0,F,0,Graduate,Single,0K - 40K,Blue,41,2,3,1
0,-0.1654055800960331,3743.0,1.377742946708464,8.434680769841773,1.3352272727272727,F,2,Uneducated,Single,0K - 40K,Blue,38,3,2,1
0,0.0840824016782487,888.0,0.5415360501567398,8.492490578775866,2.210227272727273,F,0,College,Married,0K - 40K,Blue,27,3,1,3
0,2.3294742376467856,2253.5,1.2335423197492164,7.491645473605133,1.9829545454545452,M,1,Graduate,Married,0K - 40K,Blue,50,6,2,4
0,0.8325463470010944,1659.5,0.7155172413793104,8.425077902508432,1.5625000000000002,F,3,Graduate,Married,0K - 40K,Blue,36,6,4,0
0,1.58101029232394,2125.0,0.8581504702194357,7.068172000388042,1.465909090909091,M,0,College,Married,0K - 40K,Blue,49,3,3,3
0,0.4583143743396716,719.15,0.0,8.454679286026995,0.0,F,2,High School,Married,0K - 40K,Blue,36,6,2,1
0,0.8325463470010944,2454.0,1.1199059561128526,8.170468578330674,1.6534090909090908,F,3,Uneducated,Single,0K - 40K,Blue,48,5,3,1
1,-0.290149570983174,2678.5,1.676332288401254,7.590346945602565,2.2670454545454546,F,3,College,Married,0K - 40K,Blue,36,2,3,3
0,0.8325463470010944,1187.5,1.0603448275862069,8.517193191416238,3.238636363636364,F,2,Graduate,Single,0K - 40K,Blue,38,4,2,3
0,0.3335703834525306,995.5,0.0,8.417814747435958,0.0,F,2,Uneducated,Single,0K - 40K,Blue,42,6,3,2
1,-0.1654055800960331,719.15,0.8307210031347962,7.133295954896068,4.1875,M,4,Graduate,Single,0K - 40K,Blue,36,5,2,3
0,-1.4128454889674424,738.0,0.0,8.361474616416817,0.0,F,2,High School,Married,0K - 40K,Blue,36,4,3,1
0,0.7078023561139535,1242.0,1.171630094043887,8.314832179284556,3.4204545454545454,F,1,Graduate,Single,0K - 40K,Blue,44,6,3,1
0,-1.0386135163060195,2214.5,0.0,7.585788821732034,0.0,F,2,Graduate,Married,0K - 40K,Blue,32,5,3,3
0,-1.0386135163060195,3752.0,0.8887147335423198,8.925986089617076,0.8579545454545455,F,1,Graduate,Single,0K - 40K,Blue,29,2,3,3
0,0.4583143743396716,1196.5,1.1747648902821315,8.46695197497949,3.556818181818182,F,0,Graduate,Married,0K - 40K,Blue,43,4,1,2
0,0.3335703834525306,1883.5,0.8667711598746082,9.653614941479894,1.6704545454545454,F,3,Graduate,Married,0K - 40K,Blue,36,1,1,3
1,-0.9138695254188788,838.5,0.0,7.798523053625206,0.0,F,2,Graduate,Married,0K - 40K,Blue,29,3,2,2
0,0.4583143743396716,924.0,0.3926332288401254,8.433811582477187,1.5397727272727275,F,3,Graduate,Single,0K - 40K,Blue,40,3,3,1
0,0.9572903378882354,1305.5,1.2327586206896552,8.496786381638575,3.4204545454545454,F,2,Graduate,Married,0K - 40K,Blue,46,4,3,3
0,1.331522310549658,1957.0,0.0,7.582738488914411,0.0,F,2,College,Married,0K - 40K,Blue,44,6,3,2
1,-0.539637552757456,1620.5,0.0,7.674152921281675,0.0,F,1,Uneducated,Single,0K - 40K,Blue,35,4,3,3
1,-0.7891255345317377,1195.5,0.0,7.957527402230773,0.0,F,3,Graduate,Single,0K - 40K,Blue,31,5,3,2
0,1.2067783196625173,1320.5,0.9851097178683386,7.271703706887368,2.7045454545454546,F,1,College,Married,0K - 40K,Blue,36,6,2,3
0,-0.1654055800960331,2093.5,1.7233542319749215,8.443977129084978,2.982954545454546,F,4,College,Married,0K - 40K,Blue,36,5,2,3
1,1.2067783196625173,2373.0,0.0,8.875426919818963,0.0,F,2,Graduate,Married,0K - 40K,Blue,48,2,4,2
1,0.3335703834525306,878.5,0.0,7.846589975291186,0.0,F,4,Graduate,Married,0K - 40K,Blue,38,5,2,4
0,0.3335703834525306,954.5,0.6786833855799373,8.454679286026995,2.5795454545454546,F,1,High School,Married,0K - 40K,Blue,39,5,2,2
0,-0.9138695254188788,2817.0,1.612068965517241,7.974188669286011,2.073863636363636,F,2,Graduate,Married,0K - 40K,Blue,32,4,2,4
0,-0.6643815436445969,1078.5,0.5650470219435737,8.354674261918463,1.897727272727273,F,2,Graduate,Married,0K - 40K,Blue,30,6,2,4
0,-0.9138695254188788,4424.0,0.7531347962382445,9.639001037687535,0.6193181818181819,M,2,College,Married,0K - 40K,Blue,19,3,3,2
0,-0.539637552757456,1829.5,0.0,8.31090675716845,0.0,F,2,Graduate,Single,0K - 40K,Blue,31,2,1,1
0,-2.535541406951711,2075.0,0.3573667711598746,7.817222785508166,0.625,M,0,College,Divorced,0K - 40K,Blue,36,5,2,3
1,-0.0406615892088921,865.5,0.0,7.742402021815782,0.0,F,2,Graduate,Single,0K - 40K,Blue,36,6,3,3
0,-0.0406615892088921,719.15,0.0,8.382518288089635,0.0,F,3,College,Married,0K - 40K,Blue,39,3,2,3
0,-1.0386135163060195,2577.5,0.5360501567398119,7.349230824613334,0.7556818181818182,M,0,Graduate,Divorced,0K - 40K,Blue,36,3,3,2
0,-0.539637552757456,847.0,0.841692789968652,8.257644958208228,3.6022727272727275,F,5,Graduate,Married,0K - 40K,Blue,18,6,1,1
0,-0.7891255345317377,1486.0,0.0,8.253227645581772,0.0,F,4,College,Married,0K - 40K,Blue,26,3,1,1
1,-0.1654055800960331,1429.0,0.0,7.867488568699128,0.0,F,4,Graduate,Single,0K - 40K,Blue,32,3,3,4
1,1.0820343287753762,2420.5,0.6731974921630094,9.095826985187422,1.005681818181818,F,3,Uneducated,Single,0K - 40K,Blue,47,2,5,4
0,-0.6643815436445969,2066.5,0.8362068965517241,9.686574550972557,1.465909090909091,F,3,Graduate,Single,0K - 40K,Blue,36,4,6,2
1,0.2088263925653897,872.5,0.0,7.739359202689098,0.0,F,4,College,Married,0K - 40K,Blue,37,3,2,3
0,0.8325463470010944,2420.0,1.9725705329153604,7.400620577371135,2.954545454545455,F,1,Graduate,Married,0K - 40K,Blue,36,5,1,3
0,0.3335703834525306,996.5,0.0,8.312626025674962,0.0,F,5,Uneducated,Single,0K - 40K,Blue,39,3,2,2
1,-1.2881014980803016,779.0,0.2045454545454545,7.793174347189205,0.9545454545454548,F,3,Graduate,Single,0K - 40K,Blue,36,4,3,0
0,0.3335703834525306,2417.0,0.0,7.53689712956617,0.0,M,2,Graduate,Single,0K - 40K,Blue,42,4,2,2
0,0.0840824016782487,3564.0,1.2225705329153604,7.291656209174461,1.244318181818182,F,5,Graduate,Married,0K - 40K,Blue,39,3,3,4
0,1.705754283211081,2452.5,1.891065830721003,9.647174939830403,2.7954545454545454,F,1,Uneducated,Single,0K - 40K,Blue,47,1,3,2
0,-1.2881014980803016,1205.0,1.3362068965517242,7.826044013518965,4.017045454545454,F,3,Post-Graduate,Single,0K - 40K,Blue,23,6,2,1
0,-0.539637552757456,719.15,0.0,8.445267451844648,0.0,F,5,Uneducated,Single,0K - 40K,Blue,36,6,3,1
0,1.955242264985363,1115.0,1.3448275862068966,8.300776960851454,4.375,F,0,Graduate,Divorced,0K - 40K,Blue,56,3,1,1
0,-1.9118214525160064,2935.5,1.433385579937304,9.657906656102982,1.772727272727273,M,2,Graduate,Single,0K - 40K,Blue,19,1,2,3
0,-0.9138695254188788,1038.5,0.0,8.20166019080868,0.0,F,5,Graduate,Single,0K - 40K,Blue,28,3,3,2
0,0.9572903378882354,1015.5,0.8377742946708464,7.57198844937744,2.988636363636364,F,3,Graduate,Married,0K - 40K,Blue,49,5,2,4
0,-0.1654055800960331,1348.5,1.7366771159874608,8.309676895987726,4.670454545454546,F,3,Uneducated,Divorced,0K - 40K,Blue,36,5,1,0
0,1.705754283211081,4817.0,1.6269592476489028,9.562264046489428,1.2215909090909092,F,0,Uneducated,Single,0K - 40K,Blue,47,1,2,2
1,-0.4148935618703149,1507.5,0.0,8.588955557643128,0.0,F,4,Graduate,Single,0K - 40K,Blue,32,4,3,1
0,-0.7891255345317377,2528.0,0.8362068965517241,9.67570827281739,1.1988636363636365,F,4,Uneducated,Married,0K - 40K,Blue,36,4,1,2
0,-2.036565443403147,756.0,0.6347962382445141,7.846980982138788,3.045454545454546,F,1,Graduate,Married,0K - 40K,Blue,17,3,1,3
1,-0.1654055800960331,2955.5,0.7178683385579937,7.412160334945205,0.8806818181818182,F,2,Graduate,Married,0K - 40K,Blue,25,3,2,3
0,0.4583143743396716,1693.0,1.9725705329153604,8.494947582468917,4.221590909090909,F,2,Uneducated,Married,0K - 40K,Blue,44,3,1,2
0,2.3294742376467856,1322.0,1.3252351097178685,8.15908865466791,3.6363636363636367,M,0,Uneducated,Single,0K - 40K,Blue,54,3,1,5
0,1.58101029232394,1266.5,1.6269592476489028,8.246958032568177,4.659090909090909,F,0,Graduate,Single,0K - 40K,Blue,52,3,3,3
0,0.5830583652268125,1562.0,1.9725705329153604,8.458716261657262,4.579545454545455,F,4,Graduate,Single,0K - 40K,Blue,43,6,3,2
0,1.58101029232394,4672.0,1.0454545454545454,8.331827004436057,0.8125,F,2,Uneducated,Single,0K - 40K,Blue,54,5,1,2
0,1.955242264985363,1189.0,1.261755485893417,7.499423290592229,3.8465909090909096,F,1,College,Married,0K - 40K,Blue,44,3,2,3
0,-0.6643815436445969,877.5,0.0,8.47345026846832,0.0,F,2,Uneducated,Married,0K - 40K,Blue,36,3,2,2
0,0.4583143743396716,756.5,0.0,8.46779284112111,0.0,F,0,High School,Married,0K - 40K,Blue,36,4,3,2
1,-0.7891255345317377,719.15,0.0,7.824845691026856,0.0,F,4,Graduate,Single,0K - 40K,Blue,22,4,2,3
1,0.0840824016782487,719.15,0.0,7.780303087908373,0.0,F,3,Graduate,Married,0K - 40K,Blue,37,1,2,2
0,1.0820343287753762,1428.5,1.9725705329153604,7.533158807455563,5.005681818181818,F,1,Graduate,Married,0K - 40K,Blue,36,6,6,2
0,-1.4128454889674424,1342.0,1.2993730407523512,8.446126742982377,3.5113636363636367,F,4,High School,Single,0K - 40K,Blue,25,5,2,3
0,1.58101029232394,719.15,0.0,8.479906606630221,0.0,F,0,College,Married,0K - 40K,Blue,51,6,1,0
0,0.0840824016782487,982.5,0.920846394984326,8.429235912657095,3.397727272727273,F,3,Graduate,Single,0K - 40K,Blue,36,3,1,4
1,0.8325463470010944,1409.5,0.0,7.662937850461535,0.0,F,3,Graduate,Married,0K - 40K,Blue,36,3,3,3
0,1.2067783196625173,1566.0,1.747648902821317,8.392083380373393,4.045454545454546,F,1,Graduate,Married,0K - 40K,Blue,45,4,1,2
0,1.705754283211081,2314.0,1.823667711598746,8.349011198176003,2.8579545454545454,F,1,Graduate,Single,0K - 40K,Blue,46,2,3,2
0,1.4562663014367991,1411.0,1.7029780564263324,7.1049654482698426,4.375,F,4,Uneducated,Married,0K - 40K,Blue,47,3,3,3
0,0.0840824016782487,719.15,0.0,8.163656176168432,0.0,F,3,Graduate,Single,0K - 40K,Blue,38,4,2,3
1,-0.290149570983174,895.5,0.0,7.926963544862978,0.0,F,2,Graduate,Single,0K - 40K,Blue,39,6,3,3
0,1.0820343287753762,925.0,0.7382445141065831,8.327000740241713,2.8920454545454546,F,2,College,Married,0K - 40K,Blue,45,5,2,4
0,0.8325463470010944,3087.0,1.1136363636363635,7.622174594817622,1.306818181818182,F,2,Graduate,Married,0K - 40K,Blue,40,6,2,4
0,-0.290149570983174,1001.5,0.9592476489028212,7.470793774195062,3.471590909090909,F,5,Graduate,Single,0K - 40K,Blue,24,4,3,3
0,-0.9138695254188788,980.5,0.0,8.48590890137647,0.0,F,1,Uneducated,Single,0K - 40K,Blue,35,1,5,1
0,0.5830583652268125,719.15,0.0,8.409162447202533,0.0,F,2,Uneducated,Single,0K - 40K,Blue,44,6,1,4
1,-1.9118214525160064,847.5,0.0,7.794823152179389,0.0,F,1,Graduate,Single,0K - 40K,Blue,20,3,1,2
0,0.8325463470010944,1325.0,1.1677115987460815,7.252053951852814,3.193181818181819,F,2,College,Married,0K - 40K,Blue,38,5,2,3
0,-0.4148935618703149,1318.5,0.9968652037617556,7.358193752733032,2.738636363636364,F,1,Graduate,Divorced,0K - 40K,Blue,36,4,2,3
1,0.9572903378882354,4258.0,0.0,7.691200097522863,0.0,F,3,Post-Graduate,Single,0K - 40K,Blue,49,1,4,3
1,0.8325463470010944,2770.5,1.9725705329153604,9.12641513703842,2.5795454545454546,F,1,Graduate,Single,0K - 40K,Blue,44,1,3,2
0,-2.535541406951711,1295.0,1.3699059561128526,7.938802248154481,3.835227272727274,M,1,Graduate,Single,0K - 40K,Blue,20,6,3,2
0,0.4583143743396716,4260.0,0.6379310344827587,7.084226422097916,0.5454545454545455,F,2,Uneducated,Single,0K - 40K,Blue,37,3,3,0
0,0.3335703834525306,1480.0,1.438087774294671,8.279189777195004,3.522727272727273,F,3,Uneducated,Married,0K - 40K,Blue,31,6,3,3
0,-0.9138695254188788,904.5,0.9255485893416928,8.401108712395436,3.710227272727273,F,1,Graduate,Single,0K - 40K,Blue,28,5,3,3
0,-1.5375894798545835,4470.0,1.1896551724137931,9.579072337028126,0.965909090909091,M,2,Graduate,Single,0K - 40K,Blue,23,1,3,2
1,-0.9138695254188788,1095.0,0.0,7.757051142032013,0.0,F,3,Graduate,Married,0K - 40K,Blue,26,5,2,5
0,-0.9138695254188788,890.5,0.7327586206896551,8.535622326884605,2.982954545454546,F,2,Graduate,Single,0K - 40K,Blue,25,4,2,1
0,-2.535541406951711,1278.5,1.5595611285266455,7.725771441587952,4.420454545454546,F,1,Graduate,Single,0K - 40K,Blue,36,4,3,3
0,-0.539637552757456,1406.0,1.7539184952978055,8.481151420068972,4.522727272727273,F,5,Graduate,Married,0K - 40K,Blue,25,3,1,1
0,-2.161309434290288,1820.0,1.112068965517241,9.495970340301833,2.2159090909090917,F,1,Uneducated,Single,0K - 40K,Blue,36,1,2,1
0,-0.1654055800960331,1025.5,0.0,8.379079889286603,0.0,F,4,Graduate,Married,0K - 40K,Blue,36,6,1,4
0,2.079986255872504,3632.0,0.6669278996865203,8.168202930236053,0.6647727272727274,F,0,Uneducated,Single,0K - 40K,Blue,56,2,2,2
0,-0.539637552757456,1498.0,1.561128526645768,8.40357646462927,3.7784090909090913,F,4,Graduate,Single,0K - 40K,Blue,32,3,1,2
0,1.0820343287753762,719.15,0.579153605015674,8.3133619511344,2.920454545454546,F,2,Graduate,Married,0K - 40K,Blue,36,4,2,4
0,-0.1654055800960331,858.5,0.9059561128526644,8.366602832783736,3.8238636363636367,F,3,College,Married,0K - 40K,Blue,35,3,2,2
0,0.8325463470010944,2323.0,1.3557993730407525,7.480992162869525,2.113636363636364,F,3,College,Married,0K - 40K,Blue,44,6,2,3
0,-0.9138695254188788,944.0,1.012539184952978,7.324489979348532,3.8863636363636367,F,4,College,Married,0K - 40K,Blue,31,4,3,3
0,-0.1654055800960331,2791.5,0.0,8.106816038947052,0.0,F,4,Graduate,Married,0K - 40K,Blue,38,6,3,2
0,0.5830583652268125,1451.0,1.280564263322884,8.465478755729558,3.198863636363636,F,4,High School,Single,0K - 40K,Blue,36,6,3,3
0,0.4583143743396716,1311.5,1.3432601880877744,8.563504094279487,3.710227272727273,F,1,Graduate,Married,0K - 40K,Blue,38,4,1,3
0,2.3294742376467856,1613.0,1.6246081504702194,8.086410275323782,3.6534090909090913,M,0,Uneducated,Single,0K - 40K,Blue,56,4,2,2
0,-0.0406615892088921,2747.0,1.6786833855799372,9.027378610294804,2.2159090909090917,F,2,Graduate,Single,0K - 40K,Blue,30,3,1,0
0,-0.539637552757456,1205.0,1.3863636363636365,7.104144092987527,4.170454545454546,F,4,Uneducated,Married,0K - 40K,Blue,31,2,2,2
